"","CLAVE_MUNICIPIO","MUNICIPIO","CLAVE_ENTIDAD","id","x","lat","lon","nom_ent","estado_acronimo"
"945",30,"YECAPIXTLA",17,"YECAPIXTLA","17 30",18.85251,-98.85801,"MORELOS","MS"
"946",31,"ZACATEPEC",17,"ZACATEPEC","17 31",18.65471,-99.2068,"MORELOS","MS"
"947",32,"ZACUALPAN DE AMILPAS",17,"ZACUALPAN DE AMILPAS","17 32",18.80687,-98.7538,"MORELOS","MS"
"948",33,"TEMOAC",17,"TEMOAC","17 33",18.75923,-98.7905,"MORELOS","MS"
"949",34,"COATETELCO",17,"COATETELCO","17 34",NA,NA,"MORELOS","MS"
"950",35,"XOXOCOTLA",17,"XOXOCOTLA","17 35",NA,NA,"MORELOS","MS"
"951",999,"NO ESPECIFICADO",17,"NO ESPECIFICADO","17 999",NA,NA,"MORELOS","MS"
"952",1,"ACAPONETA",18,"ACAPONETA","18 1",22.46484,-105.25896,"NAYARIT","NT"
"953",2,"AHUACATLÁN",18,"AHUACATLÁN","18 2",21.04111,-104.57634,"NAYARIT","NT"
"954",3,"AMATLÁN DE CAÑAS",18,"AMATLÁN DE CAÑAS","18 3",20.84847,-104.40145,"NAYARIT","NT"
"955",4,"COMPOSTELA",18,"COMPOSTELA","18 4",21.13137,-105.05675,"NAYARIT","NT"
"956",5,"HUAJICORI",18,"HUAJICORI","18 5",22.78854,-105.24422,"NAYARIT","NT"
"957",6,"IXTLÁN DEL RÍO",18,"IXTLÁN DEL RÍO","18 6",21.03343,-104.30696,"NAYARIT","NT"
"958",7,"JALA",18,"JALA","18 7",21.18407,-104.39932,"NAYARIT","NT"
"959",8,"XALISCO",18,"XALISCO","18 8",21.39086,-104.96176,"NAYARIT","NT"
"960",9,"DEL NAYAR",18,"DEL NAYAR","18 9",22.12907,-104.65711,"NAYARIT","NT"
"961",10,"ROSAMORADA",18,"ROSAMORADA","18 10",22.11771,-105.21454,"NAYARIT","NT"
"962",11,"RUÍZ",18,"RUÍZ","18 11",21.9911,-104.96256,"NAYARIT","NT"
"963",12,"SAN BLAS",18,"SAN BLAS","18 12",21.56804,-105.48707,"NAYARIT","NT"
"964",13,"SAN PEDRO LAGUNILLAS",18,"SAN PEDRO LAGUNILLAS","18 13",21.16107,-104.7488,"NAYARIT","NT"
"965",14,"SANTA MARÍA DEL ORO",18,"SANTA MARÍA DEL ORO","18 14",21.35649,-104.59033,"NAYARIT","NT"
"966",15,"SANTIAGO IXCUINTLA",18,"SANTIAGO IXCUINTLA","18 15",21.85403,-105.32225,"NAYARIT","NT"
"967",16,"TECUALA",18,"TECUALA","18 16",22.33702,-105.51945,"NAYARIT","NT"
"968",17,"TEPIC",18,"TEPIC","18 17",21.62159,-104.84049,"NAYARIT","NT"
"969",18,"TUXPAN",18,"TUXPAN","18 18",21.96156,-105.37442,"NAYARIT","NT"
"970",19,"LA YESCA",18,"LA YESCA","18 19",21.54282,-104.15089,"NAYARIT","NT"
"971",20,"BAHÍA DE BANDERAS",18,"BAHÍA DE BANDERAS","18 20",20.84635,-105.2711,"NAYARIT","NT"
"972",999,"NO ESPECIFICADO",18,"NO ESPECIFICADO","18 999",NA,NA,"NAYARIT","NT"
"973",1,"ABASOLO",19,"ABASOLO","19 1",25.94054,-100.40594,"NUEVO LEÓN","NL"
"974",2,"AGUALEGUAS",19,"AGUALEGUAS","19 2",26.29871,-99.70308,"NUEVO LEÓN","NL"
"975",3,"LOS ALDAMAS",19,"LOS ALDAMAS","19 3",26.09151,-99.27348,"NUEVO LEÓN","NL"
"976",4,"ALLENDE",19,"ALLENDE","19 4",25.30143,-100.02952,"NUEVO LEÓN","NL"
"977",5,"ANÁHUAC",19,"ANÁHUAC","19 5",27.34215,-100.02535,"NUEVO LEÓN","NL"
"978",6,"APODACA",19,"APODACA","19 6",25.79228,-100.18733,"NUEVO LEÓN","NL"
"979",7,"ARAMBERRI",19,"ARAMBERRI","19 7",24.22512,-99.88651,"NUEVO LEÓN","NL"
"980",8,"BUSTAMANTE",19,"BUSTAMANTE","19 8",26.57171,-100.56179,"NUEVO LEÓN","NL"
"981",9,"CADEREYTA JIMÉNEZ",19,"CADEREYTA JIMÉNEZ","19 9",25.52459,-99.91419,"NUEVO LEÓN","NL"
"982",10,"EL CARMEN",19,"EL CARMEN","19 10",25.90075,-100.35683,"NUEVO LEÓN","NL"
"983",11,"CERRALVO",19,"CERRALVO","19 11",26.07232,-99.70536,"NUEVO LEÓN","NL"
"984",12,"CIÉNEGA DE FLORES",19,"CIÉNEGA DE FLORES","19 12",25.97746,-100.18544,"NUEVO LEÓN","NL"
"985",13,"CHINA",19,"CHINA","19 13",25.48016,-98.97241,"NUEVO LEÓN","NL"
"986",14,"DOCTOR ARROYO",19,"DOCTOR ARROYO","19 14",23.86011,-100.30627,"NUEVO LEÓN","NL"
"987",15,"DOCTOR COSS",19,"DOCTOR COSS","19 15",25.96409,-99.03087,"NUEVO LEÓN","NL"
"988",16,"DOCTOR GONZÁLEZ",19,"DOCTOR GONZÁLEZ","19 16",25.84925,-99.80498,"NUEVO LEÓN","NL"
"989",17,"GALEANA",19,"GALEANA","19 17",24.76051,-100.39229,"NUEVO LEÓN","NL"
"990",18,"GARCÍA",19,"GARCÍA","19 18",25.80901,-100.65976,"NUEVO LEÓN","NL"
"991",19,"SAN PEDRO GARZA GARCÍA",19,"SAN PEDRO GARZA GARCÍA","19 19",25.6446,-100.37476,"NUEVO LEÓN","NL"
"992",20,"GENERAL BRAVO",19,"GENERAL BRAVO","19 20",25.80331,-98.84842,"NUEVO LEÓN","NL"
"993",21,"GENERAL ESCOBEDO",19,"GENERAL ESCOBEDO","19 21",25.82197,-100.35557,"NUEVO LEÓN","NL"
"994",22,"GENERAL TERÁN",19,"GENERAL TERÁN","19 22",25.27587,-99.41302,"NUEVO LEÓN","NL"
"995",23,"GENERAL TREVIÑO",19,"GENERAL TREVIÑO","19 23",26.21265,-99.44597,"NUEVO LEÓN","NL"
"996",24,"GENERAL ZARAGOZA",19,"GENERAL ZARAGOZA","19 24",23.90103,-99.74017,"NUEVO LEÓN","NL"
"997",25,"GENERAL ZUAZUA",19,"GENERAL ZUAZUA","19 25",25.91139,-100.13482,"NUEVO LEÓN","NL"
"998",26,"GUADALUPE",19,"GUADALUPE","19 26",25.67265,-100.20578,"NUEVO LEÓN","NL"
"999",27,"LOS HERRERAS",19,"LOS HERRERAS","19 27",25.91608,-99.41424,"NUEVO LEÓN","NL"
"1000",28,"HIGUERAS",19,"HIGUERAS","19 28",26.03317,-99.99751,"NUEVO LEÓN","NL"
"1001",29,"HUALAHUISES",19,"HUALAHUISES","19 29",24.88379,-99.6781,"NUEVO LEÓN","NL"
"1002",30,"ITURBIDE",19,"ITURBIDE","19 30",24.63842,-99.84872,"NUEVO LEÓN","NL"
"1003",31,"JUÁREZ",19,"JUÁREZ","19 31",25.61409,-100.12148,"NUEVO LEÓN","NL"
"1004",32,"LAMPAZOS DE NARANJO",19,"LAMPAZOS DE NARANJO","19 32",27.05084,-100.41822,"NUEVO LEÓN","NL"
"1005",33,"LINARES",19,"LINARES","19 33",24.85177,-99.52922,"NUEVO LEÓN","NL"
"1006",34,"MARÍN",19,"MARÍN","19 34",25.87452,-99.96462,"NUEVO LEÓN","NL"
"1007",35,"MELCHOR OCAMPO",19,"MELCHOR OCAMPO","19 35",26.04892,-99.49348,"NUEVO LEÓN","NL"
"1008",36,"MIER Y NORIEGA",19,"MIER Y NORIEGA","19 36",23.41792,-100.16041,"NUEVO LEÓN","NL"
"1009",37,"MINA",19,"MINA","19 37",26.28558,-100.78628,"NUEVO LEÓN","NL"
"1010",38,"MONTEMORELOS",19,"MONTEMORELOS","19 38",25.12631,-99.80838,"NUEVO LEÓN","NL"
"1011",39,"MONTERREY",19,"MONTERREY","19 39",25.64479,-100.311,"NUEVO LEÓN","NL"
"1012",40,"PARÁS",19,"PARÁS","19 40",26.58304,-99.60155,"NUEVO LEÓN","NL"
"1013",41,"PESQUERÍA",19,"PESQUERÍA","19 41",25.73677,-99.97713,"NUEVO LEÓN","NL"
"1014",42,"LOS RAMONES",19,"LOS RAMONES","19 42",25.65331,-99.58767,"NUEVO LEÓN","NL"
"1015",43,"RAYONES",19,"RAYONES","19 43",25.06582,-100.12773,"NUEVO LEÓN","NL"
"1016",44,"SABINAS HIDALGO",19,"SABINAS HIDALGO","19 44",26.5751,-100.14929,"NUEVO LEÓN","NL"
"1017",45,"SALINAS VICTORIA",19,"SALINAS VICTORIA","19 45",26.16107,-100.27038,"NUEVO LEÓN","NL"
"1018",46,"SAN NICOLÁS DE LOS GARZA",19,"SAN NICOLÁS DE LOS GARZA","19 46",25.73606,-100.27069,"NUEVO LEÓN","NL"
"1019",47,"HIDALGO",19,"HIDALGO","19 47",25.9994,-100.45319,"NUEVO LEÓN","NL"
"1020",48,"SANTA CATARINA",19,"SANTA CATARINA","19 48",25.57461,-100.48386,"NUEVO LEÓN","NL"
"1021",49,"SANTIAGO",19,"SANTIAGO","19 49",25.3849,-100.23732,"NUEVO LEÓN","NL"
"1022",50,"VALLECILLO",19,"VALLECILLO","19 50",26.64811,-99.88476,"NUEVO LEÓN","NL"
"1023",51,"VILLALDAMA",19,"VILLALDAMA","19 51",26.4697,-100.34807,"NUEVO LEÓN","NL"
"1024",999,"NO ESPECIFICADO",19,"NO ESPECIFICADO","19 999",NA,NA,"NUEVO LEÓN","NL"
"1025",1,"ABEJONES",20,"ABEJONES","20 1",17.49015,-96.63384,"OAXACA","OC"
"1026",2,"ACATLÁN DE PÉREZ FIGUEROA",20,"ACATLÁN DE PÉREZ FIGUEROA","20 2",18.45215,-96.53957,"OAXACA","OC"
"1027",3,"ASUNCIÓN CACALOTEPEC",20,"ASUNCIÓN CACALOTEPEC","20 3",17.03383,-95.92691,"OAXACA","OC"
"1028",4,"ASUNCIÓN CUYOTEPEJI",20,"ASUNCIÓN CUYOTEPEJI","20 4",17.9295,-97.65271,"OAXACA","OC"
"1029",5,"ASUNCIÓN IXTALTEPEC",20,"ASUNCIÓN IXTALTEPEC","20 5",16.66198,-94.95645,"OAXACA","OC"
"1030",6,"ASUNCIÓN NOCHIXTLÁN",20,"ASUNCIÓN NOCHIXTLÁN","20 6",17.44802,-97.16779,"OAXACA","OC"
"1031",7,"ASUNCIÓN OCOTLÁN",20,"ASUNCIÓN OCOTLÁN","20 7",16.76289,-96.72576,"OAXACA","OC"
"1032",8,"ASUNCIÓN TLACOLULITA",20,"ASUNCIÓN TLACOLULITA","20 8",16.22612,-95.7662,"OAXACA","OC"
"1033",9,"AYOTZINTEPEC",20,"AYOTZINTEPEC","20 9",17.71464,-96.1668,"OAXACA","OC"
"1034",10,"EL BARRIO DE LA SOLEDAD",20,"EL BARRIO DE LA SOLEDAD","20 10",16.78828,-95.04304,"OAXACA","OC"
"1035",11,"CALIHUALÁ",20,"CALIHUALÁ","20 11",17.54573,-98.25386,"OAXACA","OC"
"1036",12,"CANDELARIA LOXICHA",20,"CANDELARIA LOXICHA","20 12",15.89777,-96.52777,"OAXACA","OC"
"1037",13,"CIÉNEGA DE ZIMATLÁN",20,"CIÉNEGA DE ZIMATLÁN","20 13",16.89378,-96.76637,"OAXACA","OC"
"1038",14,"CIUDAD IXTEPEC",20,"CIUDAD IXTEPEC","20 14",16.62339,-95.08933,"OAXACA","OC"
"1039",15,"COATECAS ALTAS",20,"COATECAS ALTAS","20 15",16.51405,-96.63581,"OAXACA","OC"
"1040",16,"COICOYÁN DE LAS FLORES",20,"COICOYÁN DE LAS FLORES","20 16",17.21602,-98.21718,"OAXACA","OC"
"1041",17,"LA COMPAÑÍA",20,"LA COMPAÑÍA","20 17",16.5798,-96.85146,"OAXACA","OC"
"1042",18,"CONCEPCIÓN BUENAVISTA",20,"CONCEPCIÓN BUENAVISTA","20 18",17.9903,-97.4428,"OAXACA","OC"
"1043",19,"CONCEPCIÓN PÁPALO",20,"CONCEPCIÓN PÁPALO","20 19",17.86769,-96.85392,"OAXACA","OC"
"1044",20,"CONSTANCIA DEL ROSARIO",20,"CONSTANCIA DEL ROSARIO","20 20",17.06146,-98.01049,"OAXACA","OC"
"1045",21,"COSOLAPA",20,"COSOLAPA","20 21",18.57987,-96.66188,"OAXACA","OC"
"1046",22,"COSOLTEPEC",20,"COSOLTEPEC","20 22",18.13804,-97.80167,"OAXACA","OC"
"1047",23,"CUILÁPAM DE GUERRERO",20,"CUILÁPAM DE GUERRERO","20 23",17.00696,-96.80143,"OAXACA","OC"
"1048",24,"CUYAMECALCO VILLA DE ZARAGOZA",20,"CUYAMECALCO VILLA DE ZARAGOZA","20 24",17.96613,-96.85731,"OAXACA","OC"
"1049",25,"CHAHUITES",20,"CHAHUITES","20 25",16.2739,-94.20465,"OAXACA","OC"
"1050",26,"CHALCATONGO DE HIDALGO",20,"CHALCATONGO DE HIDALGO","20 26",16.98683,-97.56233,"OAXACA","OC"
"1051",27,"CHIQUIHUITLÁN DE BENITO JUÁREZ",20,"CHIQUIHUITLÁN DE BENITO JUÁREZ","20 27",17.99247,-96.74874,"OAXACA","OC"
"1052",28,"HEROICA CIUDAD DE EJUTLA DE CRESPO",20,"HEROICA CIUDAD DE EJUTLA DE CRESPO","20 28",16.59658,-96.73139,"OAXACA","OC"
"1053",29,"ELOXOCHITLÁN DE FLORES MAGÓN",20,"ELOXOCHITLÁN DE FLORES MAGÓN","20 29",18.19465,-96.86927,"OAXACA","OC"
"1054",30,"EL ESPINAL",20,"EL ESPINAL","20 30",16.46717,-95.03954,"OAXACA","OC"
"1055",31,"TAMAZULÁPAM DEL ESPÍRITU SANTO",20,"TAMAZULÁPAM DEL ESPÍRITU SANTO","20 31",17.03726,-96.02216,"OAXACA","OC"
"1056",32,"FRESNILLO DE TRUJANO",20,"FRESNILLO DE TRUJANO","20 32",17.92988,-98.12917,"OAXACA","OC"
"1057",33,"GUADALUPE ETLA",20,"GUADALUPE ETLA","20 33",17.17716,-96.80208,"OAXACA","OC"
"1058",34,"GUADALUPE DE RAMÍREZ",20,"GUADALUPE DE RAMÍREZ","20 34",17.75445,-98.1643,"OAXACA","OC"
"1059",35,"GUELATAO DE JUÁREZ",20,"GUELATAO DE JUÁREZ","20 35",17.31468,-96.49911,"OAXACA","OC"
"1060",36,"GUEVEA DE HUMBOLDT",20,"GUEVEA DE HUMBOLDT","20 36",16.83877,-95.38939,"OAXACA","OC"
"1061",37,"MESONES HIDALGO",20,"MESONES HIDALGO","20 37",16.92233,-98.00992,"OAXACA","OC"
"1062",38,"VILLA HIDALGO",20,"VILLA HIDALGO","20 38",17.18117,-96.16018,"OAXACA","OC"
"1063",39,"HEROICA CIUDAD DE HUAJUAPAN DE LEÓN",20,"HEROICA CIUDAD DE HUAJUAPAN DE LEÓN","20 39",17.85515,-97.79985,"OAXACA","OC"
"1064",40,"HUAUTEPEC",20,"HUAUTEPEC","20 40",18.07266,-96.78393,"OAXACA","OC"
"1065",41,"HUAUTLA DE JIMÉNEZ",20,"HUAUTLA DE JIMÉNEZ","20 41",18.14455,-96.79993,"OAXACA","OC"
"1066",42,"IXTLÁN DE JUÁREZ",20,"IXTLÁN DE JUÁREZ","20 42",17.49464,-96.33935,"OAXACA","OC"
"1067",43,"JUCHITÁN DE ZARAGOZA",20,"JUCHITÁN DE ZARAGOZA","20 43",16.3816,-94.93109,"OAXACA","OC"
"1068",44,"LOMA BONITA",20,"LOMA BONITA","20 44",18.00083,-95.89104,"OAXACA","OC"
"1069",45,"MAGDALENA APASCO",20,"MAGDALENA APASCO","20 45",17.24715,-96.81524,"OAXACA","OC"
"1070",46,"MAGDALENA JALTEPEC",20,"MAGDALENA JALTEPEC","20 46",17.26116,-97.24206,"OAXACA","OC"
"1071",47,"SANTA MAGDALENA JICOTLÁN",20,"SANTA MAGDALENA JICOTLÁN","20 47",17.80661,-97.48179,"OAXACA","OC"
"1072",48,"MAGDALENA MIXTEPEC",20,"MAGDALENA MIXTEPEC","20 48",16.89634,-96.90875,"OAXACA","OC"
"1073",49,"MAGDALENA OCOTLÁN",20,"MAGDALENA OCOTLÁN","20 49",16.70859,-96.71497,"OAXACA","OC"
"1074",50,"MAGDALENA PEÑASCO",20,"MAGDALENA PEÑASCO","20 50",17.24046,-97.55388,"OAXACA","OC"
"1075",51,"MAGDALENA TEITIPAC",20,"MAGDALENA TEITIPAC","20 51",16.89017,-96.55749,"OAXACA","OC"
"1076",52,"MAGDALENA TEQUISISTLÁN",20,"MAGDALENA TEQUISISTLÁN","20 52",16.34777,-95.65531,"OAXACA","OC"
"1077",53,"MAGDALENA TLACOTEPEC",20,"MAGDALENA TLACOTEPEC","20 53",16.51084,-95.25267,"OAXACA","OC"
"1078",54,"MAGDALENA ZAHUATLÁN",20,"MAGDALENA ZAHUATLÁN","20 54",17.39044,-97.22491,"OAXACA","OC"
"1079",55,"MARISCALA DE JUÁREZ",20,"MARISCALA DE JUÁREZ","20 55",17.82753,-98.12365,"OAXACA","OC"
"1080",56,"MÁRTIRES DE TACUBAYA",20,"MÁRTIRES DE TACUBAYA","20 56",16.54212,-98.2368,"OAXACA","OC"
"1081",57,"MATÍAS ROMERO AVENDAÑO",20,"MATÍAS ROMERO AVENDAÑO","20 57",17.1556,-94.99097,"OAXACA","OC"
"1082",58,"MAZATLÁN VILLA DE FLORES",20,"MAZATLÁN VILLA DE FLORES","20 58",18.02936,-96.91095,"OAXACA","OC"
"1083",59,"MIAHUATLÁN DE PORFIRIO DÍAZ",20,"MIAHUATLÁN DE PORFIRIO DÍAZ","20 59",16.34838,-96.64608,"OAXACA","OC"
"1084",60,"MIXISTLÁN DE LA REFORMA",20,"MIXISTLÁN DE LA REFORMA","20 60",17.16539,-96.10405,"OAXACA","OC"
"1085",61,"MONJAS",20,"MONJAS","20 61",16.37316,-96.63098,"OAXACA","OC"
"1086",62,"NATIVIDAD",20,"NATIVIDAD","20 62",17.30173,-96.42625,"OAXACA","OC"
"1087",63,"NAZARENO ETLA",20,"NAZARENO ETLA","20 63",17.18118,-96.82935,"OAXACA","OC"
"1088",64,"NEJAPA DE MADERO",20,"NEJAPA DE MADERO","20 64",16.66869,-95.79416,"OAXACA","OC"
"1089",65,"IXPANTEPEC NIEVES",20,"IXPANTEPEC NIEVES","20 65",17.50416,-98.01436,"OAXACA","OC"
"1090",66,"SANTIAGO NILTEPEC",20,"SANTIAGO NILTEPEC","20 66",16.51982,-94.58807,"OAXACA","OC"
"1091",67,"OAXACA DE JUÁREZ",20,"OAXACA DE JUÁREZ","20 67",17.10211,-96.72412,"OAXACA","OC"
"1092",68,"OCOTLÁN DE MORELOS",20,"OCOTLÁN DE MORELOS","20 68",16.76179,-96.7034,"OAXACA","OC"
"1093",69,"LA PE",20,"LA PE","20 69",16.6235,-96.79389,"OAXACA","OC"
"1094",70,"PINOTEPA DE DON LUIS",20,"PINOTEPA DE DON LUIS","20 70",16.40368,-97.96607,"OAXACA","OC"
"1095",71,"PLUMA HIDALGO",20,"PLUMA HIDALGO","20 71",15.91937,-96.42789,"OAXACA","OC"
"1096",72,"SAN JOSÉ DEL PROGRESO",20,"SAN JOSÉ DEL PROGRESO","20 72",16.67208,-96.66507,"OAXACA","OC"
"1097",73,"PUTLA VILLA DE GUERRERO",20,"PUTLA VILLA DE GUERRERO","20 73",16.99831,-97.89361,"OAXACA","OC"
"1098",74,"SANTA CATARINA QUIOQUITANI",20,"SANTA CATARINA QUIOQUITANI","20 74",16.30918,-96.27026,"OAXACA","OC"
"1099",75,"REFORMA DE PINEDA",20,"REFORMA DE PINEDA","20 75",16.39253,-94.44581,"OAXACA","OC"
"1100",76,"LA REFORMA",20,"LA REFORMA","20 76",16.64765,-97.86337,"OAXACA","OC"
"1101",77,"REYES ETLA",20,"REYES ETLA","20 77",17.20994,-96.81907,"OAXACA","OC"
"1102",78,"ROJAS DE CUAUHTÉMOC",20,"ROJAS DE CUAUHTÉMOC","20 78",17.00241,-96.63615,"OAXACA","OC"
"1103",79,"SALINA CRUZ",20,"SALINA CRUZ","20 79",16.19339,-95.21958,"OAXACA","OC"
"1104",80,"SAN AGUSTÍN AMATENGO",20,"SAN AGUSTÍN AMATENGO","20 80",16.51379,-96.8138,"OAXACA","OC"
"1105",81,"SAN AGUSTÍN ATENANGO",20,"SAN AGUSTÍN ATENANGO","20 81",17.58917,-97.99341,"OAXACA","OC"
"1106",82,"SAN AGUSTÍN CHAYUCO",20,"SAN AGUSTÍN CHAYUCO","20 82",16.44971,-97.80468,"OAXACA","OC"
"1107",83,"SAN AGUSTÍN DE LAS JUNTAS",20,"SAN AGUSTÍN DE LAS JUNTAS","20 83",16.99197,-96.68559,"OAXACA","OC"
"1108",84,"SAN AGUSTÍN ETLA",20,"SAN AGUSTÍN ETLA","20 84",17.20126,-96.71826,"OAXACA","OC"
"1109",85,"SAN AGUSTÍN LOXICHA",20,"SAN AGUSTÍN LOXICHA","20 85",15.97618,-96.62082,"OAXACA","OC"
"1110",86,"SAN AGUSTÍN TLACOTEPEC",20,"SAN AGUSTÍN TLACOTEPEC","20 86",17.19827,-97.51574,"OAXACA","OC"
"1111",87,"SAN AGUSTÍN YATARENI",20,"SAN AGUSTÍN YATARENI","20 87",17.0807,-96.67946,"OAXACA","OC"
"1112",88,"SAN ANDRÉS CABECERA NUEVA",20,"SAN ANDRÉS CABECERA NUEVA","20 88",16.84744,-97.79208,"OAXACA","OC"
"1113",89,"SAN ANDRÉS DINICUITI",20,"SAN ANDRÉS DINICUITI","20 89",17.69853,-97.68874,"OAXACA","OC"
"1114",90,"SAN ANDRÉS HUAXPALTEPEC",20,"SAN ANDRÉS HUAXPALTEPEC","20 90",16.34478,-97.91751,"OAXACA","OC"
"1115",91,"SAN ANDRÉS HUAYÁPAM",20,"SAN ANDRÉS HUAYÁPAM","20 91",17.12746,-96.66729,"OAXACA","OC"
"1116",92,"SAN ANDRÉS IXTLAHUACA",20,"SAN ANDRÉS IXTLAHUACA","20 92",17.05878,-96.86492,"OAXACA","OC"
"1117",93,"SAN ANDRÉS LAGUNAS",20,"SAN ANDRÉS LAGUNAS","20 93",17.58947,-97.52934,"OAXACA","OC"
"1118",94,"SAN ANDRÉS NUXIÑO",20,"SAN ANDRÉS NUXIÑO","20 94",17.23396,-97.06316,"OAXACA","OC"
"1119",95,"SAN ANDRÉS PAXTLÁN",20,"SAN ANDRÉS PAXTLÁN","20 95",16.21169,-96.52495,"OAXACA","OC"
"1120",96,"SAN ANDRÉS SINAXTLA",20,"SAN ANDRÉS SINAXTLA","20 96",17.48469,-97.29611,"OAXACA","OC"
"1121",97,"SAN ANDRÉS SOLAGA",20,"SAN ANDRÉS SOLAGA","20 97",17.27677,-96.2233,"OAXACA","OC"
"1122",98,"SAN ANDRÉS TEOTILÁLPAM",20,"SAN ANDRÉS TEOTILÁLPAM","20 98",17.94476,-96.59952,"OAXACA","OC"
"1123",99,"SAN ANDRÉS TEPETLAPA",20,"SAN ANDRÉS TEPETLAPA","20 99",17.65937,-98.38643,"OAXACA","OC"
"1124",100,"SAN ANDRÉS YAÁ",20,"SAN ANDRÉS YAÁ","20 100",17.29031,-96.13239,"OAXACA","OC"
"1125",101,"SAN ANDRÉS ZABACHE",20,"SAN ANDRÉS ZABACHE","20 101",16.60105,-96.86063,"OAXACA","OC"
"1126",102,"SAN ANDRÉS ZAUTLA",20,"SAN ANDRÉS ZAUTLA","20 102",17.1842,-96.90298,"OAXACA","OC"
"1127",103,"SAN ANTONINO CASTILLO VELASCO",20,"SAN ANTONINO CASTILLO VELASCO","20 103",16.81394,-96.69254,"OAXACA","OC"
"1128",104,"SAN ANTONINO EL ALTO",20,"SAN ANTONINO EL ALTO","20 104",16.83406,-97.04504,"OAXACA","OC"
"1129",105,"SAN ANTONINO MONTE VERDE",20,"SAN ANTONINO MONTE VERDE","20 105",17.51848,-97.74397,"OAXACA","OC"
"1130",106,"SAN ANTONIO ACUTLA",20,"SAN ANTONIO ACUTLA","20 106",17.74289,-97.4956,"OAXACA","OC"
"1131",107,"SAN ANTONIO DE LA CAL",20,"SAN ANTONIO DE LA CAL","20 107",17.02411,-96.69182,"OAXACA","OC"
"1132",108,"SAN ANTONIO HUITEPEC",20,"SAN ANTONIO HUITEPEC","20 108",16.92059,-97.14296,"OAXACA","OC"
"1133",109,"SAN ANTONIO NANAHUATÍPAM",20,"SAN ANTONIO NANAHUATÍPAM","20 109",18.14615,-97.16451,"OAXACA","OC"
"1134",110,"SAN ANTONIO SINICAHUA",20,"SAN ANTONIO SINICAHUA","20 110",17.15316,-97.57366,"OAXACA","OC"
"1135",111,"SAN ANTONIO TEPETLAPA",20,"SAN ANTONIO TEPETLAPA","20 111",16.5407,-98.04783,"OAXACA","OC"
"1136",112,"SAN BALTAZAR CHICHICÁPAM",20,"SAN BALTAZAR CHICHICÁPAM","20 112",16.76633,-96.50737,"OAXACA","OC"
"1137",113,"SAN BALTAZAR LOXICHA",20,"SAN BALTAZAR LOXICHA","20 113",16.03601,-96.79618,"OAXACA","OC"
"1138",114,"SAN BALTAZAR YATZACHI EL BAJO",20,"SAN BALTAZAR YATZACHI EL BAJO","20 114",17.22041,-96.21061,"OAXACA","OC"
"1139",115,"SAN BARTOLO COYOTEPEC",20,"SAN BARTOLO COYOTEPEC","20 115",16.94114,-96.69562,"OAXACA","OC"
"1140",116,"SAN BARTOLOMÉ AYAUTLA",20,"SAN BARTOLOMÉ AYAUTLA","20 116",18.05008,-96.67552,"OAXACA","OC"
"1141",117,"SAN BARTOLOMÉ LOXICHA",20,"SAN BARTOLOMÉ LOXICHA","20 117",15.94385,-96.75482,"OAXACA","OC"
"1142",118,"SAN BARTOLOMÉ QUIALANA",20,"SAN BARTOLOMÉ QUIALANA","20 118",16.89673,-96.50006,"OAXACA","OC"
"1143",119,"SAN BARTOLOMÉ YUCUAÑE",20,"SAN BARTOLOMÉ YUCUAÑE","20 119",17.22398,-97.45258,"OAXACA","OC"
"1144",120,"SAN BARTOLOMÉ ZOOGOCHO",20,"SAN BARTOLOMÉ ZOOGOCHO","20 120",17.24528,-96.24324,"OAXACA","OC"
"1145",121,"SAN BARTOLO SOYALTEPEC",20,"SAN BARTOLO SOYALTEPEC","20 121",17.58442,-97.31416,"OAXACA","OC"
"1146",122,"SAN BARTOLO YAUTEPEC",20,"SAN BARTOLO YAUTEPEC","20 122",16.4255,-95.92803,"OAXACA","OC"
"1147",123,"SAN BERNARDO MIXTEPEC",20,"SAN BERNARDO MIXTEPEC","20 123",16.84442,-96.91718,"OAXACA","OC"
"1148",124,"SAN BLAS ATEMPA",20,"SAN BLAS ATEMPA","20 124",16.35789,-95.14618,"OAXACA","OC"
"1149",125,"SAN CARLOS YAUTEPEC",20,"SAN CARLOS YAUTEPEC","20 125",16.41468,-95.96223,"OAXACA","OC"
"1150",126,"SAN CRISTÓBAL AMATLÁN",20,"SAN CRISTÓBAL AMATLÁN","20 126",16.30732,-96.38301,"OAXACA","OC"
"1151",127,"SAN CRISTÓBAL AMOLTEPEC",20,"SAN CRISTÓBAL AMOLTEPEC","20 127",17.28238,-97.58108,"OAXACA","OC"
"1152",128,"SAN CRISTÓBAL LACHIRIOAG",20,"SAN CRISTÓBAL LACHIRIOAG","20 128",17.35144,-96.17495,"OAXACA","OC"
"1153",129,"SAN CRISTÓBAL SUCHIXTLAHUACA",20,"SAN CRISTÓBAL SUCHIXTLAHUACA","20 129",17.72542,-97.38362,"OAXACA","OC"
"1154",130,"SAN DIONISIO DEL MAR",20,"SAN DIONISIO DEL MAR","20 130",16.33757,-94.74048,"OAXACA","OC"
"1155",131,"SAN DIONISIO OCOTEPEC",20,"SAN DIONISIO OCOTEPEC","20 131",16.78092,-96.30206,"OAXACA","OC"
